X;Y;LINIE;KM;Dst-Abk;BPS NAME;TYP TEXT;TYP AUSWAHL;ID-AUTOMAT;SPRACHE;ABK STRVERW;LAUF_NR;geopos
1191280.192;2759449.251;900;25.646;CH;Chur;ePOS;ePOS;09000261;Deutsch;SBB CFF FFS;6;46.8535370467,9.52962822834
1191279.711;2759450.545;900;25.646;CH;Chur;ePOS;ePOS;09000260;Deutsch;SBB CFF FFS;6;46.8535324112,9.52964502154
1208007.866;2758940.604;900;7.727;MF;Maienfeld;ePOS;ePOS;09003252;Deutsch;SBB CFF FFS;1;47.004074427,9.52880453216
1203981.303;2761001.952;900;12.329;LQ;Landquart;ePOS;ePOS;09002254;Deutsch;SBB CFF FFS;4;46.9673710213,9.55447167688
1191281.005;2759450.13;900;25.645;CH;Chur;ePOS;ePOS;09000259;Deutsch;SBB CFF FFS;6;46.8535441465,9.52964003408
1208653.709;2757096.556;900;5.708;BRAG;Bad Ragaz;ePOS;ePOS;09004253;Deutsch;SBB CFF FFS;0;47.010321168,9.50478901805
1203980.969;2761000.296;900;12.329;LQ;Landquart;ePOS;ePOS;09002255;Deutsch;SBB CFF FFS;4;46.9673684198,9.55444980642
1191212.448;2759327.227;900;25.783;CH;Chur;ePOS;ePOS;09000258;Deutsch;SBB CFF FFS;7;46.852957127,9.52800512362
1208655.223;2757096.72;900;5.708;BRAG;Bad Ragaz;S-POS;S-POS;09004252;Deutsch;SBB CFF FFS;0;47.010334743,9.50479169834
1203968.13;2760933.214;900;12.332;LQ;Landquart;ePOS;ePOS;09002256;Deutsch;SBB CFF FFS;4;46.9672692426,9.55356411419
1212409.38;2752473.127;890;0.251;SA;Sargans;ePOS;ePOS;09411256;Deutsch;SBB CFF FFS;0;47.0451716582,9.4452711123
1219685.825;2737852.076;890;18.099;UNT;Unterterzen;ePOS;ePOS;09416252;Deutsch;SBB CFF FFS;4;47.1138078364,9.25513840116
1212406.248;2752475.137;890;0.248;SA;Sargans;ePOS;ePOS;09411257;Deutsch;SBB CFF FFS;0;47.0451430326,9.44529649945
1217920.279;2744949.16;890;9.707;FMS;Flums;ePOS;ePOS;09413252;Deutsch;SBB CFF FFS;1;47.096415581,9.34805610323
1219631.303;2739501.481;890;16.371;MOLS;Mols;ePOS;ePOS;09415252;Deutsch;SBB CFF FFS;3;47.1129719964,9.27684824837
1213314.19;2750396.681;890;2.518;MELS;Mels;ePOS;ePOS;09412252;Deutsch;SBB CFF FFS;0;47.0537822933,9.41825591526
1220466.485;2742212.492;890;13.487;WAL;Walenstadt;ePOS;ePOS;09414252;Deutsch;SBB CFF FFS;3;47.1199053179,9.3128207892
1219564.205;2734811.023;890;21.218;MG;Murg;ePOS;ePOS;09417252;Deutsch;SBB CFF FFS;5;47.1133404983,9.21504331844
1219999.839;2731577.559;890;24.636;MH;Muhlehorn;ePOS;ePOS;09418252;Deutsch;SBB CFF FFS;8;47.1179086438,9.17257665918
1234334.362;2756234.173;880;24.573;SAS;Salez-Sennwald;S-POS;S-POS;09402251;Deutsch;SBB CFF FFS;4;47.2414387286,9.5023353914
1251322.898;2762180.175;880;44.307;REB;Rebstein-Marbach;ePOS;ePOS;06318252;Deutsch;SBB CFF FFS;9;47.3927496247,9.58698217591
1253378.63;2765182.802;880;47.95;HEBG;Heerbrugg;ePOS;ePOS;06317254;Deutsch;SBB CFF FFS;10;47.4104856488,9.62749633049
1258171.422;2765785.909;880;53.898;SMG;St. Margrethen;ePOS;ePOS;06314253;Deutsch;SBB CFF FFS;13;47.4534238394,9.63726366001
1259607.749;2762225.052;880;57.878;RCK;Rheineck;ePOS;ePOS;06313253;Deutsch;SBB CFF FFS;14;47.4672251875,9.59058630465
1260982.868;2757990.632;880;62.759;STA;Staad;S-POS;S-POS;06312252;Deutsch;SBB CFF FFS;15;47.4806195416,9.5349300278
1260083.573;2748934.775;880;72.836;MOER;Morschwil;ePOS;ePOS;06304252;Deutsch;SBB CFF FFS;23;47.4746478805,9.41452398745
1243530.416;2761208.698;880;35.259;ORT;Oberriet;ePOS;ePOS;09400252;Deutsch;SBB CFF FFS;6;47.3229263076,9.57131397057
1258173.031;2765849.968;880;53.837;SMG;St. Margrethen;OBB;Andere;OBB;Deutsch;SBB CFF FFS;13;47.4534221556,9.63811335703
1261012.668;2758113.545;880;62.634;STA;Staad;ePOS;ePOS;06312253;Deutsch;SBB CFF FFS;15;47.4808579147,9.53657069754
1260633.118;2755798.132;880;64.997;RS;Rorschach;ePOS;ePOS;06311253;Deutsch;SBB CFF FFS;17;47.4779982575,9.505730079
1260334.957;2754572.277;880;66.272;RSST;Rorschach Stadt;ePOS;ePOS;06322254;Deutsch;SBB CFF FFS;18;47.4756068854,9.48936968425
1260112.978;2752866.895;880;68.018;GOL;Goldach;ePOS;ePOS;06305254;Deutsch;SBB CFF FFS;21;47.474009808,9.46667803491
1255576.407;2747433.378;880;78.181;SGF;St. Gallen St. Fiden;ePOS;ePOS;06303252;Deutsch;SBB CFF FFS;25;47.4344613473,9.39312391589
1221404.161;2755930.366;880;10.933;SEV;Sevelen;ePOS;ePOS;09406252;Deutsch;SBB CFF FFS;0;47.1252469821,9.49385057646
1226160.567;2754641.693;880;15.861;BU;Buchs SG;ePOS;ePOS;09404255;Deutsch;SBB CFF FFS;2;47.1683178605,9.47850287495
1259608.566;2762226.477;880;57.878;RCK;Rheineck;S-POS;S-POS;06313252;Deutsch;SBB CFF FFS;14;47.4672321813,9.59060549542
1260099.815;2752868.24;880;68.018;GOL;Goldach;ePOS;ePOS;06305253;Deutsch;SBB CFF FFS;21;47.4738911474,9.46669135697
1226160.881;2754642.519;880;15.861;BU;Buchs SG;ePOS;ePOS;09404256;Deutsch;SBB CFF FFS;2;47.1683204908,9.47851387346
1253381.987;2765186.341;880;47.955;HEBG;Heerbrugg;ePOS;ePOS;06317256;Deutsch;SBB CFF FFS;10;47.4105149423,9.62754444309
1256287.391;2766155.672;880;51.08;AUSG;Au SG;ePOS;ePOS;06316252;Deutsch;SBB CFF FFS;11;47.4363921761,9.64146337776
1259607.75;2762225.052;880;57.878;RCK;Rheineck;ePOS;ePOS;06313253;Deutsch;SBB CFF FFS;14;47.4672251965,9.59058630501
1260335.077;2754573.917;880;66.27;RSST;Rorschach Stadt;ePOS;ePOS;06322253;Deutsch;SBB CFF FFS;18;47.4756075787,9.48939147418
1255574.901;2747380.459;880;78.23;SGF;St. Gallen St. Fiden;ePOS;ePOS;06303254;Deutsch;SBB CFF FFS;25;47.4344596617,9.39242217137
1254361.875;2745684.302;880;80.446;SG;St. Gallen;S-POS;S-POS;06302270;Deutsch;SBB CFF FFS;25;47.4239306351,9.36954992127
1226228.265;2754670.572;880;15.919;BU;Buchs SG;OBB;Andere;OBB;Deutsch;SBB CFF FFS;3;47.1689198271,9.4789068654
1239443.813;2758670.96;880;30.241;RTH;Ruthi SG;S-POS;S-POS;09401251;Deutsch;SBB CFF FFS;6;47.2867984029,9.53631216073
1249246.912;2759949.781;880;41.224;ALT;Altstatten SG;ePOS;ePOS;06319252;Deutsch;SBB CFF FFS;8;47.3746301275,9.55670890195
1231511.237;2716809.496;853;34.362;UZ;Uznach;ePOS;ePOS;03116253;Deutsch;SBB CFF FFS;9;47.2242018227,8.98099622611
1246711.863;2723623.307;853;12.918;BUET;Butschwil;ePOS;ePOS;06203252;Deutsch;SBB CFF FFS;3;47.3596537496,9.07512754905
1252271.87;2723024.867;853;6.969;BAZ;Bazenheid;ePOS;ePOS;06205252;Deutsch;SBB CFF FFS;2;47.4097628917,9.0687369239
1249542.971;2723276.886;853;9.991;LUET;Lutisburg;ePOS;ePOS;06204252;Deutsch;SBB CFF FFS;2;47.3851768438,9.07132287144
1230856.077;2719997.343;853;30.938;KAB;Kaltbrunn;ePOS;ePOS;03117252;Deutsch;SBB CFF FFS;8;47.2177387397,9.02290301905
1231509.73;2716809.093;853;34.362;UZ;Uznach;ePOS;ePOS;03116254;Deutsch;SBB CFF FFS;9;47.2241883417,8.98099051508
1245039.431;2723897.99;853;14.614;DTF;Dietfurt;ePOS;ePOS;06202252;Deutsch;SBB CFF FFS;4;47.3445630743,9.07830003868
1262680.822;2735298.89;852;6.848;BZN;Bischofszell Nord;ePOS;ePOS;06215252;Deutsch;SBB CFF FFS;3;47.500948604,9.23447350386
1263179.534;2736380.931;852;8.199;SIT;Sitterdorf;ePOS;ePOS;06214252;Deutsch;SBB CFF FFS;4;47.5052091057,9.2489833001
1260023.682;2736672.064;852;14.398;HPT;Hauptwil;ePOS;ePOS;06212252;Deutsch;SBB CFF FFS;6;47.4767727731,9.25187838076
1256157.703;2736774.335;852;18.588;ARN;Arnegg;ePOS;ePOS;06211252;Deutsch;SBB CFF FFS;7;47.4419901825,9.25204930298
1261712.643;2735848.18;852;10.048;BZS;Bischofszell Stadt;ePOS;ePOS;06213252;Deutsch;SBB CFF FFS;5;47.4921298963,9.24146649479
1252818.231;2736956.589;852;22.946;GSS;Gossau SG;ePOS;ePOS;06210254;Deutsch;SBB CFF FFS;8;47.4119247747,9.25344074887
1265264.657;2732754.332;852;2.116;KRA;Kradolf;ePOS;ePOS;06216252;Deutsch;SBB CFF FFS;1;47.5247002619,9.2014811163
1254252.687;2745673.541;850;80.501;SG;St. Gallen;ePOS;ePOS;06302266;Deutsch;SBB CFF FFS;-5;47.4229512662,9.36937173915
1251996.818;2740593.922;850;86.341;SGWI;St. Gallen Winkeln;ePOS;ePOS;06300251;Deutsch;SBB CFF FFS;-3;47.403772144,9.30136282903
1252783.185;2736966.034;850;90.09;GSS;Gossau SG;ePOS;ePOS;06210256;Deutsch;SBB CFF FFS;-2;47.4116076853,9.25355511804
1255320.512;2727671.597;850;100.923;UZW;Uzwil;ePOS;ePOS;06208254;Deutsch;SBB CFF FFS;1;47.436291599,9.13115992337
1258090.034;2720819.646;850;110.408;WIL;Wil SG;ePOS;ePOS;06206260;Deutsch;SBB CFF FFS;5;47.4624893796,9.04109984722
1257864.396;2714573.293;850;117.471;ESL;Eschlikon;ePOS;ePOS;06011253;Deutsch;SBB CFF FFS;8;47.4615781677,8.95821550937
1257833.506;2714571.952;850;117.472;ESL;Eschlikon;S-POS;S-POS;06011252;Deutsch;SBB CFF FFS;8;47.4613006288,8.95818979372
1252818.34;2736958.192;850;90.096;GSS;Gossau SG;ePOS;ePOS;06210255;Deutsch;SBB CFF FFS;-2;47.4119254213,9.25346201608
1255326.839;2727650.482;850;100.923;UZW;Uzwil;ePOS;ePOS;06208255;Deutsch;SBB CFF FFS;1;47.4363525878,9.130881899
1258086.361;2720858.008;850;110.371;WIL;Wil SG;ePOS;ePOS;06206264;Deutsch;SBB CFF FFS;5;47.4624493033,9.04160751956
1257969.418;2717741.053;850;113.849;SIR;Sirnach;ePOS;ePOS;06010252;Deutsch;SBB CFF FFS;7;47.4619631085,9.00024643075
1261941.718;2703451.825;850;130.508;SCHK;Schottikon;S-POS;S-POS;06035252;Deutsch;SBB CFF FFS;13;47.5000870202,8.81168894999
1261765.148;2702195.533;850;131.842;RAET;Raterschen;ePOS;ePOS;06015253;Deutsch;SBB CFF FFS;14;47.4986957342,8.79497763494
1254251.653;2745674.905;850;80.501;SG;St. Gallen;ePOS;ePOS;06302267;Deutsch;SBB CFF FFS;-5;47.4229416672,9.36938947296
1254202.782;2745631.426;850;80.567;SG;St. Gallen;ePOS;ePOS;06302265;Deutsch;SBB CFF FFS;-5;47.4225118717,9.36879750432
1252443.674;2742733.852;850;84.028;SGBR;St. Gallen Bruggen;ePOS;ePOS;06301252;Deutsch;SBB CFF FFS;-4;47.4073296177,9.32984667548
1258087.963;2720858.044;850;110.371;WIL;Wil SG;ePOS;ePOS;06206263;Deutsch;SBB CFF FFS;5;47.4624637021,9.041608431
1259203.743;2711436.154;850;120.957;GUN;Guntershausen;ePOS;ePOS;06012252;Deutsch;SBB CFF FFS;9;47.4741610852,8.91695215599
1254213.142;2745638.992;850;80.554;SG;St. Gallen;ePOS;ePOS;06302260;Deutsch;SBB CFF FFS;-5;47.4226033483,9.36890112016
1254203.738;2745630.211;850;80.567;SG;St. Gallen;ePOS;ePOS;06302268;Deutsch;SBB CFF FFS;-5;47.4225207364,9.36878171914
1254238.078;2745567.317;850;80.58;SG;St. Gallen;ePOS;ePOS;06302264;Deutsch;SBB CFF FFS;-5;47.4228434145,9.36795966171
1253089.558;2732140.567;850;95.342;FLA;Flawil;ePOS;ePOS;06209254;Deutsch;SBB CFF FFS;1;47.4153488845,9.18972536296
1258064.018;2720754.336;850;110.677;WIL;Wil SG;ePOS;ePOS;06206262;Deutsch;SBB CFF FFS;6;47.4622674348,9.04022681416
1260754.618;2710314.806;850;122.964;AD;Aadorf;ePOS;ePOS;06013252;Deutsch;SBB CFF FFS;10;47.4882962081,8.90246349546
1262032.019;2700226.637;850;133.903;WHE;Winterthur Hegi;ePOS;ePOS;16218253;Deutsch;SBB CFF FFS;15;47.5013987589,8.76891126403
1254214.133;2745637.768;850;80.554;SG;St. Gallen;ePOS;ePOS;06302269;Deutsch;SBB CFF FFS;-5;47.4226125296,9.36888522714
1252008.461;2740638.404;850;86.302;SGWI;St. Gallen Winkeln;S-POS;S-POS;06300252;Deutsch;SBB CFF FFS;-3;47.403867333,9.30195561514
1253091.625;2732110.989;850;95.365;FLA;Flawil;ePOS;ePOS;06209253;Deutsch;SBB CFF FFS;1;47.4153734077,9.18933414277
1255320.88;2727670.062;850;100.923;UZW;Uzwil;ePOS;ePOS;06208256;Deutsch;SBB CFF FFS;1;47.4362952059,9.13113968552
1258051.764;2720861.69;850;110.361;WIL;Wil SG;ePOS;ePOS;06206261;Deutsch;SBB CFF FFS;5;47.4621375264,9.04164696671
1258084.777;2720858.346;850;110.371;WIL;Wil SG;ePOS;ePOS;06206257;Deutsch;SBB CFF FFS;5;47.4624349977,9.04161157211
1261850.914;2707377.472;850;126.124;EL;Elgg;ePOS;ePOS;06014253;Deutsch;SBB CFF FFS;10;47.4986408879,8.86375899411
1271522.27;2722044.762;840;55.602;MAER;Marstetten;S-POS;S-POS;06104252;Deutsch;SBB CFF FFS;8;47.5830443692,9.06102826651
1269795.847;2725380.959;840;59.358;WF;Weinfelden;S-POS;S-POS;ID06105257;Deutsch;SBB CFF FFS;9;47.5668920911,9.10487752988
1268321.243;2740247.763;840;75.549;AW;Amriswil;ePOS;ePOS;06109255;Deutsch;SBB CFF FFS;15;47.5506256343,9.30191453787
1270075.008;2746056.41;840;82.106;RH;Romanshorn;ePOS;ePOS;06121256;Deutsch;SBB CFF FFS;18;47.5651271895,9.37963202648
1262717.512;2699555.39;840;29.629;OWT;Oberwinterthur;ePOS;ePOS;06016254;Deutsch;SBB CFF FFS;-1;47.5076651329,8.76015686321
1264683.012;2700691.571;840;31.899;WD;Wiesendangen;ePOS;ePOS;06017253;Deutsch;SBB CFF FFS;0;47.5251668591,8.77568060996
1268487.821;2709695.612;840;42.012;FF;Frauenfeld;ePOS;ePOS;06100260;Deutsch;SBB CFF FFS;4;47.5579388,8.89615508821
1270679.621;2713243.879;840;46.241;FEL;Felben-Wellhausen;ePOS;ePOS;06101 252;Deutsch;SBB CFF FFS;6;47.5770450783,8.94384842412
1269730.803;2725476.046;840;59.472;WF;Weinfelden;ePOS;ePOS;06105256;Deutsch;SBB CFF FFS;9;47.5662890696,9.10612244008
1267911.449;2728795.948;840;63.257;BGL;Burglen;ePOS;ePOS;06106252;Deutsch;SBB CFF FFS;11;47.5492872397,9.14970078402
1268579.514;2737850.551;840;73.146;OA;Oberaach;ePOS;ePOS;06108252;Deutsch;SBB CFF FFS;14;47.5534554948,9.27015766623
1268300.178;2740259.588;840;75.563;AW;Amriswil;ePOS;ePOS;06109254;Deutsch;SBB CFF FFS;15;47.5504337091,9.30206493542
1270038.861;2746030.291;840;82.071;RH;Romanshorn;ePOS;ePOS;06121257;Deutsch;SBB CFF FFS;18;47.5648080063,9.37927317976
1265841.451;2701678.557;840;33.528;RIK;Rickenbach-Attikon;ePOS;ePOS;06018253;Deutsch;SBB CFF FFS;1;47.5354320677,8.78904870673
1268301.377;2740263.584;840;75.567;AW;Amriswil;ePOS;ePOS;06109256;Deutsch;SBB CFF FFS;15;47.5504436359,9.30211838326
1267289.636;2705950.946;840;38.043;ISL;Islikon;ePOS;ePOS;06019252;Deutsch;SBB CFF FFS;2;47.5477793591,8.84612477059
1268486.817;2709696.577;840;42.012;FF;Frauenfeld;ePOS;ePOS;06100259;Deutsch;SBB CFF FFS;4;47.5579296107,8.89616765946
1268535.855;2709719.151;840;42.063;FF;Frauenfeld;ePOS;ePOS;06100256;Deutsch;SBB CFF FFS;5;47.5583667956,8.89647963867
1268533.327;2709738.49;840;42.075;FF;Frauenfeld;ePOS;ePOS;06100258;Deutsch;SBB CFF FFS;5;47.5583408314,8.89673591582
1272026.522;2718623.138;840;52.128;MUEL;Mullheim-Wigoltingen;ePOS;ePOS;06103252;Deutsch;SBB CFF FFS;8;47.5882059353,9.01568998321
1268278.323;2734505.279;840;69.667;ERL;Erlen;S-POS;S-POS;06107252;Deutsch;SBB CFF FFS;13;47.5514412347,9.22563557181
1268284.03;2734555.694;840;69.713;ERL;Erlen;ePOS;ePOS;06107253;Deutsch;SBB CFF FFS;14;47.5514822187,9.22630687154
1270079.721;2746028.015;840;82.112;RH;Romanshorn;ePOS;ePOS;06121255;Deutsch;SBB CFF FFS;18;47.5651758814,9.37925637611
1262718.94;2699556.198;840;29.631;OWT;Oberwinterthur;S-POS;S-POS;06016252;Deutsch;SBB CFF FFS;-1;47.507677852,8.76016790611
1268485.845;2709697.602;840;42.012;FF;Frauenfeld;ePOS;ePOS;06100257;Deutsch;SBB CFF FFS;4;47.5579206991,8.89618103565
1271309.629;2715548.406;840;48.677;HM;Huttlingen-Mettendorf;ePOS;ePOS;06102252;Deutsch;SBB CFF FFS;7;47.58230837,8.97463613645
1271539.303;2722057.225;840;55.605;MAER;Marstetten;ePOS;ePOS;06104253;Deutsch;SBB CFF FFS;8;47.5831952066,9.06119857902
1269740.219;2725482.492;840;59.474;WF;Weinfelden;ePOS;ePOS;06105254;Deutsch;SBB CFF FFS;9;47.5663725026,9.10621073717
1266805.158;2731396.75;840;66.122;SLG;Sulgen;ePOS;ePOS;06217252;Deutsch;SBB CFF FFS;13;47.5388247085,9.1839146762
1270501.457;2730237.307;831;24.308;KHF;Kehlhof;S-POS;S-POS;16907251;Deutsch;SBB CFF FFS;0;47.5722909832,9.16960242998
1279494.092;2727777.753;831;38.609;TAEM;Tagerwilen Dorf;ePOS;ePOS;16914252;Deutsch;SBB CFF FFS;6;47.653630801,9.13951394958
1276541.557;2731615.563;831;33.539;LENG;Lengwil;ePOS;ePOS;16909252;Deutsch;SBB CFF FFS;5;47.6263245081,9.18970640125
1278291.049;2729510.674;831;36.316;KRB;Kreuzlingen Bernrain;ePOS;ePOS;16908252;Deutsch;SBB CFF FFS;6;47.6424738037,9.16222225339
1271601.732;2730579.685;831;27.226;BERG;Berg;ePOS;ePOS;16902252;Deutsch;SBB CFF FFS;1;47.5821160004,9.17447501277
1274793.676;2730032.331;831;30.776;SHAU;Siegershausen;ePOS;ePOS;16912252;Deutsch;SBB CFF FFS;3;47.6109246773,9.16813649931
1260161.784;2720019.176;830;3.288;BROA;Bronschhofen AMP;S-POS;S-POS;16905251;Deutsch;SBB CFF FFS;1;47.4812653548,9.03104352634
1264622.457;2720112.352;830;8.217;TOA;Tobel-Affeltrangen;ePOS;ePOS;16915252;Deutsch;SBB CFF FFS;4;47.5213588024,9.03348245515
1265981.113;2722783.209;830;11.253;MAE;Marwil;ePOS;ePOS;16910252;Deutsch;SBB CFF FFS;6;47.5330819093,9.06931107687
1268572.794;2723839.762;830;16.344;BNG;Bussnang;S-POS;S-POS;16906251;Deutsch;SBB CFF FFS;7;47.5561873343,9.0840609268
1263270.162;2719490.765;830;6.712;TAEN;Tagerschen;S-POS;S-POS;16913251;Deutsch;SBB CFF FFS;3;47.5093123201,9.02486823685
1259523.354;2720313.464;830;2.569;BRO;Bronschhofen;S-POS;S-POS;16904251;Deutsch;SBB CFF FFS;0;47.4754707498,9.03477475632
1262081.899;2719217.695;830;5.457;BTW;Bettwiesen;S-POS;S-POS;16903251;Deutsch;SBB CFF FFS;3;47.4986770096,9.02092609843
1268077.145;2722190.567;830;14.053;OPP;Oppikon;S-POS;S-POS;16911251;Deutsch;SBB CFF FFS;6;47.5520395723,9.06201839942
1269713.228;2725463.315;830;19.152;WF;Weinfelden;ePOS;ePOS;06105255;Deutsch;SBB CFF FFS;9;47.566133475,9.10594834067
1260680.11;2754825.842;825;96.313;RSHF;Rorschach Hafen;ePOS;ePOS;06306253;Deutsch;SBB CFF FFS;1;47.4786504453,9.49285213737
1260607.918;2755758.797;825;97.267;RS;Rorschach;ePOS;ePOS;06311254;Deutsch;SBB CFF FFS;2;47.4777810091,9.50519962405
1264127.328;2750253.784;825;90.28;ARB;Arbon;ePOS;ePOS;06308254;Deutsch;SBB CFF FFS;-2;47.5107051398,9.43337950879
1262248.859;2752541.229;825;93.44;HN;Horn;ePOS;ePOS;06307253;Deutsch;SBB CFF FFS;0;47.4932889978,9.4630905448
1265278.023;2749594.094;825;88.815;ARBS;Arbon Seemoosriet;ePOS;ePOS;16270252;Deutsch;SBB CFF FFS;-3;47.5212014954,9.42501203593
1264130.617;2750253.489;825;90.277;ARB;Arbon;ePOS;ePOS;06308253;Deutsch;SBB CFF FFS;-2;47.5107347784,9.43337670418
1263060.734;2750930.247;825;91.628;STCH;Steinach;ePOS;ePOS;16271252;Deutsch;SBB CFF FFS;-1;47.5009604364,9.44199471527
1260680.061;2754894.018;825;96.38;RSHF;Rorschach Hafen;ePOS;ePOS;06306254;Deutsch;SBB CFF FFS;2;47.4786339459,9.49375626411
1267743.243;2746347.884;825;84.698;EGN;Egnach;ePOS;ePOS;06309252;Deutsch;SBB CFF FFS;-4;47.5440975157,9.38273614326
1274767.705;2739364.807;824;90.493;GUET;Guttingen;ePOS;ePOS;06124252;Deutsch;SBB CFF FFS;0;47.6087744993,9.29221157092
1276925.702;2735907.378;824;94.578;LDS;Landschlacht;ePOS;ePOS;88122252;Deutsch;SBB CFF FFS;2;47.6289028186,9.24690486711
1278415.051;2732071.351;824;98.853;KURZ;Kurzrickenbach Seepark;S-POS;S-POS;06119251;Deutsch;SBB CFF FFS;6;47.6430777757,9.19632683038
1272326.05;2742993.616;824;86.118;UTW;Uttwil;ePOS;ePOS;06122252;Deutsch;SBB CFF FFS;-2;47.5860406592,9.33967014896
1276118.605;2737360.623;824;92.914;ALN;Altnau;ePOS;ePOS;06125252;Deutsch;SBB CFF FFS;0;47.6213433292,9.26598358642
1277257.287;2735085.72;824;95.467;MSPI;Munsterlingen Spital;ePOS;ePOS;06143252;Deutsch;SBB CFF FFS;3;47.6320539382,9.23607741237
1273339.204;2741293.06;824;88.093;KWL;Kesswil;ePOS;ePOS;06123252;Deutsch;SBB CFF FFS;-1;47.5955183309,9.31739313386
1277393.595;2734392.309;824;96.174;MSCH;Munsterlingen-Scherzingen;ePOS;ePOS;06126252;Deutsch;SBB CFF FFS;4;47.6334220098,9.22689541059
1270152.03;2746039.327;824;82.185;RH;Romanshorn;S-POS;S-POS;;Deutsch;SBB CFF FFS;-3;47.5658234885,9.37943041508
1278181.259;2733334.752;824;97.52;BOT;Bottighofen;S-POS;S-POS;06127251;Deutsch;SBB CFF FFS;5;47.6407199412,9.21306503393
1279421.461;2730021.043;823;60.707;KR;Kreuzlingen;S-POS;S-POS;06131253;Deutsch;SBB CFF FFS;1;47.6525365283,9.16934418271
1279046.733;2730985.449;823;61.802;KRH;Kreuzlingen Hafen;ePOS;ePOS;06128252;Deutsch;SBB CFF FFS;1;47.6489752421,9.18206642471
1279335.389;2706421.339;822;34.881;STR;Stein am Rhein;ePOS;ePOS;06139254;Deutsch;SBB CFF FFS;-1;47.6560198073,8.85526147361
1280473.926;2725442.17;822;55.97;TRIB;Triboltingen;S-POS;S-POS;06118251;Deutsch;SBB CFF FFS;5;47.6628920265,9.10871134872
1280149.349;2727271.49;822;57.859;TAEG;Tagerwilen-Gottlieben;ePOS;ePOS;06132252;Deutsch;SBB CFF FFS;6;47.6596209037,9.13296537702
1279457.659;2729961.939;822;60.64;KR;Kreuzlingen;ePOS;ePOS;06131254;Deutsch;SBB CFF FFS;8;47.6528737148,9.16856832324
1281470.232;2718899.818;822;48.914;BER;Berlingen;ePOS;ePOS;06135253;Deutsch;SBB CFF FFS;3;47.6730701504,9.02190092676
1279324.462;2706383.667;822;34.859;STR;Stein am Rhein;ePOS;ePOS;06139255;Deutsch;SBB CFF FFS;-2;47.6559276689,8.85475748202
1280465.83;2715864.272;822;45.609;STK;Steckborn;ePOS;ePOS;06136252;Deutsch;SBB CFF FFS;2;47.6645828824,8.981226955
1281581.379;2721191.118;822;51.299;MANN;Mannenbach-Salenstein;S-POS;S-POS;06134251;Deutsch;SBB CFF FFS;3;47.6736496579,9.0524339723
1281230.572;2723691.673;822;54.0;ERM;Ermatingen;ePOS;ePOS;06133252;Deutsch;SBB CFF FFS;4;47.6700280797,9.085624259
1278183.081;2708049.81;822;36.935;EZ;Eschenz;ePOS;ePOS;06138252;Deutsch;SBB CFF FFS;0;47.6453919365,8.87665310937
1278108.261;2710875.825;822;39.856;MAM;Mammern;S-POS;S-POS;06137251;Deutsch;SBB CFF FFS;1;47.6442472453,8.91423697038
1281485.419;2718910.546;822;48.915;BER;Berlingen;S-POS;S-POS;06135251;Deutsch;SBB CFF FFS;3;47.6732047568,9.02204782414
1265829.989;2697879.76;821;7.539;SEU;Seuzach;S-POS;S-POS;06020252;Deutsch;SBB CFF FFS;3;47.5359060338,8.73860254608
1274562.978;2696648.935;821;19.475;OSS;Ossingen;ePOS;ePOS;06023253;Deutsch;SBB CFF FFS;6;47.6146191655,8.72415861993
1265153.998;2698913.555;821;6.294;REUT;Reutlingen;S-POS;S-POS;06036252;Deutsch;SBB CFF FFS;1;47.5296723118,8.75217993749
1265831.133;2697878.602;821;7.541;SEU;Seuzach;ePOS;ePOS;06020253;Deutsch;SBB CFF FFS;3;47.5359164938,8.73858742075
1276907.421;2701466.423;821;26.889;STM;Stammheim;ePOS;ePOS;06024253;Deutsch;SBB CFF FFS;7;47.6349731976,8.78876073154
1263726.799;2699590.573;821;4.627;WWAL;Winterthur Wallruti;ePOS;ePOS;06038253;Deutsch;SBB CFF FFS;1;47.5167358882,8.76084956552
1267763.334;2698926.361;821;9.946;DIH;Dinhard;S-POS;S-POS;06021252;Deutsch;SBB CFF FFS;3;47.5531348245,8.75293037385
1269606.788;2699251.726;821;11.843;TLH;Thalheim-Altikon;S-POS;S-POS;06022252;Deutsch;SBB CFF FFS;5;47.5696628423,8.75766397736
1282471.101;2698631.518;820;38.185;DSH;Diessenhofen;ePOS;ePOS;03428252;Deutsch;SBB CFF FFS;0;47.6854349325,8.75228530543
1281731.087;2693789.929;820;43.273;SCHT;Schlatt;S-POS;S-POS;03427251;Deutsch;SBB CFF FFS;3;47.6794917347,8.68765487199
1283815.226;2689663.943;820;48.695;SH;Schaffhausen;ePOS;ePOS;03424264;Deutsch;SBB CFF FFS;6;47.6988104347,8.63313880964
1280427.481;2700013.419;820;35.596;SCHN;Schlattingen;S-POS;S-POS;03429251;Deutsch;SBB CFF FFS;0;47.6668491589,8.77022529401
1282142.212;2691870.956;820;45.342;LAN;Langwiesen;S-POS;S-POS;03426251;Deutsch;SBB CFF FFS;5;47.6834605573,8.66218877163
1283769.262;2689658.485;820;48.737;SH;Schaffhausen;S-POS;S-POS;03424255;Deutsch;SBB CFF FFS;6;47.6983978654,8.63305678752
1279853.101;2703652.867;820;31.816;EW;Etzwilen;S-POS;S-POS;06025251;Deutsch;SBB CFF FFS;-2;47.661118761,8.8185375306
